NodeIdentifier1,NodeIdentifier2,InTestSet
ATF2,ATF3,True
BRCA1,CDKN1B,True
CCL2,CEBPA,True
ABCB1,CEBPB,True
CDKN1A,CEBPB,True
BHLHE40,CLOCK,True
BHLHE41,CLOCK,True
BCL2,CREB1,True
APP,CTCF,True
CEBPB,CXCL8,True
BIRC5,E2F1,True
DBF4,E2F1,True
CDKN1A,EGR1,True
EAPP,EGR1,True
CDX2,ELMO3,True
AR,ESR1,True
CCND1,ESR1,True
ANPEP,ETS1,True
FAS,FOS,True
CXCR4,FOXO1,True
CDC6,GATA1,True
CCND1,HDAC1,True
CLDN7,HDAC1,True
CFLAR,HDAC9,True
ASS1,HIF1A,True
CXCR4,HIF1A,True
HBEGF,HIF1A,True
CIITA,HLA-B,True
COL11A2,HMGA2,True
CYP2D6,HNF4A,True
CREBBP,HOXA9,True
FGF2,HOXB7,True
CEBPA,HSD17B11,True
GTF2I,HSPA5,True
FOXP3,IL2RA,True
EGR1,IL3,True
ETS2,IL5,True
GATA4,IL5,True
CASP3,ING1,True
CDKN1A,ING4,True
BRCA1,IRF7,True
IFNA1,IRF7,True
HIF1A,ITGB2,True
ETS1,JUN,True
EGFR,JUNB,True
BCL6,JUND,True
DAPK2,KLF6,True
KLF6,LAMA1,True
AES,LEF1,True
ERG,LYL1,True
BRCA1,MAD2L1,True
FOSL2,MDM2,True
MAPK7,MEF2C,True
BEST1,MITF,True
HIF1A,MITF,True
MAZ,MMP1,True
FOXP3,MSC,True
IL10,MSC,True
LCK,MYB,True
CDKN1A,MYC,True
DLX5,MYC,True
MYB,MYC,True
HOXA9,MYCN,True
EGR1,NAB2,True
KLF2,NANOG,True
ATF4,NDC80,True
FOS,NF1,True
IRF8,NF1,True
CYP2E1,NFATC1,True
FN1,NFKB1,True
FOXP3,NFKB1,True
ICAM1,NFKB1,True
IL1B,NFKB1,True
IL2,NFKB1,True
IL6,NFKB1,True
LPL,NFKB1,True
MCL1,NFKB1,True
KLF6,NOS2,True
NFKB1,NOX5,True
NFE2L2,NQO1,True
LHB,NR5A1,True
NR0B1,NR5A1,True
FMR1,NRF1,True
BCL2L1,NUPR1,True
CCNG2,OTX2,True
CD19,PAX5,True
PAX6,PCSK1,True
GLI2,PDGFRA,True
GATA1,PF4,True
PBX1,PF4,True
DBH,PHOX2A,True
KLF6,PMAIP1,True
ANGPTL4,PPARG,True
BCL2,PPARG,True
APOC3,PPARGC1A,True
CDKN1C,PROX1,True
JUN,PTGS2,True
HOXA5,PTN,True
BCL2L1,RELA,True
BMP2,RELA,True
CCR7,RELA,True
CEACAM1,RELA,True
CFTR,RELA,True
CXCL1,RELA,True
CXCR2,RELA,True
FGF8,RELA,True
FN1,RELA,True
GATA3,RELA,True
IFNG,RELA,True
IL23A,RELA,True
MAT2A,RELA,True
MMP1,RELA,True
MUC2,RELA,True
NCAM1,RELA,True
NR1H4,RELA,True
OXTR,RELA,True
PLAU,RELA,True
PTEN,RELA,True
PTGS2,RELA,True
HIF1A,RORA,True
NCAM1,RUNX1,True
MMP13,RUNX2,True
MMP2,RUNX2,True
CXCR5,RXRA,True
NFKB1,S100A6,True
RELA,S100A6,True
CEBPA,S100A9,True
CDK4,SATB1,True
HNF4A,SERPINC1,True
RXRA,SERPINC1,True
PPARA,SERPINE1,True
CYP11A1,SF1,True
MCL1,SIRT1,True
APEX1,SLC5A5,True
ANGPTL4,SMAD3,True
CDKN1A,SMAD3,True
PTHLH,SMAD3,True
APOC3,SMAD4,True
KAT2B,SMAD4,True
CDKN1A,SMARCA4,True
NFE2L2,SOD1,True
MITF,SOX10,True
FGF4,SOX2,True
COL11A2,SOX9,True
IRF5,SP1,True
KLK3,SP1,True
OPRM1,SP1,True
PLAUR,SP1,True
PRSS50,SP1,True
PTTG1,SP1,True
RETN,SP1,True
SERPINB5,SP1,True
SOCS1,SP1,True
ADGRE5,SP3,True
LPL,SP3,True
SP1,SP3,True
AGR2,SPDEF,True
MUC2,SPDEF,True
ITGB2,SPI1,True
JUN,SPRR1B,True
NPC1L1,SREBF2,True
FOS,SRF,True
MMP14,SRF,True
CEBPA,STAR,True
FGF2,STAT1,True
ICAM1,STAT1,True
IRF8,STAT1,True
IRF1,STAT2,True
CRP,STAT3,True
HIC1,STAT3,True
IRF1,STAT3,True
S100A4,STAT4,True
IL4,STAT6,True
MKL1,TAGLN,True
ERG,TAL1,True
RELA,TBX21,True
EGR1,TCF4,True
DNMT1,TERT,True
MYC,TERT,True
ECM1,TFAP2A,True
CDKN1A,TFAP4,True
AR,TGFA,True
STAT3,TGFB1,True
FLI1,TGFBR2,True
PHOX2B,TLX2,True
REL,TNFAIP3,True
NFKB1,TNFSF10,True
BCL2L1,TP53,True
E2F1,TP53,True
GSTP1,TP53,True
PAX5,TP53,True
RECQL4,TP53,True
SIRT1,TP53,True
THBS1,TP53,True
TNFRSF10B,TP53,True
EP300,TP73,True
MITF,TRAP,True
EP300,TRIM22,True
CD44,TWIST1,True
FN1,TWIST1,True
FOXQ1,TWIST1,True
GDF15,TWIST1,True
FN1,TWIST2,True
FOS,TWIST2,True
E2F1,TYMS,True
MITF,TYR,True
HNF1A,UGT1A9,True
TOP3A,USF1,True
ABCA1,USF2,True
APOA5,USF2,True
CXCR2,USF2,True
TRAP,USF2,True
EP300,VCAM1,True
CDKN1B,VDR,True
HOXA10,VDR,True
TP63,VDR,True
MYC,VEGFA,True
RELA,VEGFD,True
PARP1,VIM,True
GATA2,WT1,True
IFI16,WT1,True
SMAD3,WT1,True
SP1,XIAP,True
ATP2C1,YY1,True
SURF1,YY1,True
SALL4,ZEB1,True
IL6,ZNF300,True
BCL2,ZNRD1,True
ACTA1,AR,False
AKT1,AR,False
AR,ARG1,False
AR,ARG2,False
APOC3,ATF2,False
ASNS,ATF3,False
APOE,ATF4,False
ASNS,ATF4,False
ATF3,ATF4,False
ATF4,ATG5,False
ABL1,BAX,False
ATM,BAX,False
ATF5,BCL2,False
ARNTL,BHLHE40,False
ASPM,BRCA1,False
ATM,BRCA1,False
BRD2,BRD7,False
BRD3,BRD7,False
ABL2,BTF3,False
ATM,BTF3,False
ARNT,CA9,False
APEX1,CCL2,False
ATF2,CCND1,False
ABL1,CCND2,False
ATF5,CCND3,False
AHR,CCNG2,False
APEX1,CD19,False
AR,CDC6,False
CBX7,CDH1,False
AR,CDH2,False
AR,CDK20,False
ABL1,CDKN1A,False
AR,CDKN1A,False
BRCA1,CDKN1A,False
ACAT2,CDX2,False
APC,CDX2,False
CDH17,CDX2,False
CDKN1A,CDX2,False
ADM,CEBPB,False
ATF4,CEBPB,False
CCL20,CEBPD,False
APC,CEBPZ,False
ATM,CFLAR,False
ATF1,CFTR,False
CDX2,CFTR,False
ATF4,CHAC1,False
ACACA,CREB1,False
ATF5,CREB1,False
BDNF,CREB1,False
CASP8,CREB1,False
CFB,CREB5,False
ALOX15,CREBBP,False
CDKN1A,CREBBP,False
CREB1,CREBBP,False
ACE,CREM,False
CEBPB,CRP,False
BEST1,CRX,False
ARNTL,CRY1,False
CLOCK,CRY1,False
ARNTL,CRY2,False
CLOCK,CRY2,False
ABL1,CSF1,False
CEBPA,CSF3R,False
CEBPB,CSF3R,False
CEBPB,CSRP1,False
BAG1,CTCFL,False
AR,CTNNB1,False
CCND1,CTNNB1,False
CLDN2,CTNNB1,False
CEBPD,CXCL1,False
CUX1,CYBB,False
BRCA1,CYP19A1,False
CREB1,CYP19A1,False
AHR,CYP1A1,False
ARNT,CYP1A1,False
AHR,CYP1B1,False
ARNT,CYP1B1,False
ATF5,CYP2B6,False
ALDOB,DBP,False
CYP3A4,DBP,False
CYP7A1,DBP,False
BRCA1,DDB2,False
ATF3,DDIT3,False
ATF4,DDIT3,False
ATG5,DDIT3,False
BRCA1,DDIT3,False
CEBPD,DDIT3,False
ATF4,DDIT4,False
ATF4,DDR2,False
CLOCK,DEC1,False
BCL2,DEK,False
CREB5,DGKG,False
CGA,DLX3,False
ATF6,DNAJC3,False
ATM,DUSP1,False
ABCB1,E2F1,False
APAF1,E2F1,False
AR,E2F1,False
ASF1B,E2F1,False
ATG5,E2F1,False
ATM,E2F1,False
AURKA,E2F1,False
BBC3,E2F1,False
BCL2,E2F1,False
CASP7,E2F1,False
CCND1,E2F1,False
CCNE1,E2F1,False
CD2AP,E2F1,False
CDCA7,E2F1,False
CDK1,E2F1,False
CDKN1A,E2F1,False
CDKN2A,E2F1,False
CHEK2,E2F1,False
CTNNBIP1,E2F1,False
DAPK2,E2F1,False
DHFR,E2F1,False
DRAM1,E2F1,False
DROSHA,E2F1,False
DUSP1,E2F1,False
AURKA,E2F3,False
CDKN1A,E2F3,False
BRCA1,E2F4,False
E2F1,E2F6,False
ABCB1,EAPP,False
CDKN1A,EBF3,False
AR,EGFR,False
BCL3,EGFR,False
ABCB1,EGR1,False
ACE,EGR1,False
ALOX5,EGR1,False
ATF3,EGR1,False
BCAR1,EGR1,False
CCND1,EGR1,False
CDK5R1,EGR1,False
CHGA,EGR1,False
CYP2B6,EGR1,False
EGFR,EGR1,False
CAT,EGR3,False
CEBPA,ELANE,False
CD68,ELF1,False
CXCL8,ELF4,False
EIF2AK1,ELK1,False
EAF1,ELL,False
ALOX15,EP300,False
AR,EP300,False
BIRC5,EP300,False
BRCA1,EP300,False
CA9,EP300,False
CCNE1,EP300,False
CDKN1A,EP300,False
CRABP1,EP300,False
DNMT1,EP300,False
EGR1,EP300,False
EIF2AK1,EP300,False
CA9,EPAS1,False
CCR7,EPAS1,False
COL10A1,EPAS1,False
ARNT,EPO,False
EP300,EPO,False
AR,ERBB2,False
AR,ERBB3,False
E2F1,ERCC1,False
BAX,ERCC2,False
CDKN1A,ERCC2,False
E2F1,ERCC5,False
ADAMTS1,ERG,False
CXCR4,ERG,False
ENG,ERG,False
EPB41L4B,ERG,False
AMH,ESR1,False
BCL2,ESR1,False
BRCA1,ESR1,False
CCNA2,ESR1,False
CDKN1A,ESR1,False
CRHBP,ESR1,False
CYP19A1,ESR1,False
DCT,ESR1,False
CDKN1A,ESR2,False
CYP19A1,ESRRA,False
ABCB1,ETS1,False
ANGPT2,ETS1,False
BMP4,ETS1,False
CASP1,ETS1,False
CD8A,ETS1,False
CHUK,ETS1,False
CIP2A,ETS1,False
CSF3R,ETS1,False
EGR1,ETS1,False
ERG,ETS1,False
ANGPT2,ETS2,False
ANPEP,ETS2,False
CGA,ETS2,False
CHRNE,ETS2,False
CSF2,ETS2,False
CSF3R,ETS2,False
CXCL8,ETS2,False
ERG,ETS2,False
CREB1,ETV3,False
AGTR1,ETV4,False
CCND2,ETV4,False
CCND3,ETV4,False
E2F1,ETV4,False
ETS1,ETV4,False
BBC3,ETV6,False
CDKN1A,ETV6,False
AXL,EZH2,False
CCND1,EZH2,False
CCNE1,EZH2,False
ELK1,EZH2,False
ESR1,F12,False
CEBPA,F9,False
E2F1,FANCA,False
EGR1,FAP,False
ATM,FAS,False
ATF4,FGF19,False
EGR1,FGF2,False
ATF4,FGF21,False
E2F1,FGFR1,False
CDKN1A,FHL2,False
CDKN1B,FHL2,False
ELF1,FLI1,False
ERG,FLI1,False
ETS1,FLI1,False
ETS2,FLI1,False
EYA3,FLI1,False
EPAS1,FLT1,False
EGR1,FN1,False
CASP9,FOS,False
CCK,FOS,False
CREM,FOS,False
DDIT3,FOS,False
ELK4,FOS,False
ERCC4,FOS,False
EZR,FOS,False
FMO4,FOS,False
CXCL8,FOSB,False
ELK1,FOSL1,False
BCL6,FOSL2,False
BRCA1,FOSL2,False
CCR4,FOSL2,False
FOSL1,FOSL2,False
APOB,FOXA1,False
CDH1,FOXA2,False
FGF19,FOXC1,False
CYFIP2,FOXD3,False
BAMBI,FOXF2,False
CXCL12,FOXF2,False
BMP4,FOXL1,False
AR,FOXM1,False
ATM,FOXM1,False
BTG2,FOXM1,False
CCNB1,FOXM1,False
CDC25B,FOXM1,False
CDC6,FOXM1,False
E2F1,FOXM1,False
FLI1,FOXM1,False
ADIPOR1,FOXO1,False
CDKN1B,FOXO1,False
FABP4,FOXO1,False
ABL1,FOXO3,False
AR,FOXO3,False
BCL6,FOXO3,False
FASLG,FOXO3,False
BCL6,FOXO4,False
CREB1,FOXO4,False
ESR1,FOXP1,False
CCR4,FOXP3,False
BCL11A,FOXQ1,False
BRCA1,FST,False
ATF1,FTH1,False
CEBPB,FURIN,False
DDIT3,FUS,False
CDX2,FUT2,False
ATM,GADD45A,False
BRCA1,GADD45A,False
FOXO3,GALT,False
AGGF1,GATA1,False
BACH1,GATA1,False
BCL11A,GATA1,False
BST2,GATA1,False
CDA,GATA1,False
CYBB,GATA1,False
DICER1,GATA1,False
EPO,GATA1,False
FCER1A,GATA1,False
FLI1,GATA1,False
AR,GATA2,False
ERVW-1,GATA2,False
FCER1A,GATA2,False
GATA1,GATA2,False
CD40LG,GATA3,False
CD8A,GATA3,False
CDH1,GATA3,False
CDX2,GATA3,False
CHST4,GATA3,False
ERG,GATA3,False
ERVW-1,GATA3,False
AMH,GATA4,False
CCND2,GATA4,False
FABP2,GATA4,False
CYP11A1,GATA6,False
CYP17A1,GATA6,False
DAB2,GATA6,False
ERVW-1,GCM1,False
CASR,GCM2,False
ATF3,GDF15,False
CEBPB,GDF15,False
EGR1,GDF15,False
EP300,GFAP,False
FOXF1,GH2,False
BCL2,GLI1,False
BHLHE41,GLI1,False
CDK2,GLI1,False
BCL2,GLI2,False
FOXF1,GLI2,False
FST,GLI2,False
GATA1,GP1BB,False
ETS1,GP6,False
FLI1,GP6,False
GATA1,GP6,False
FLI1,GP9,False
GATA1,GP9,False
ESR1,GREB1,False
CREB1,GRPR,False
ETS1,GRPR,False
GATA1,GYPB,False
E2F1,H19,False
CEBPA,HAMP,False
GATA4,HAMP,False
DBH,HAND2,False
E2F1,HCFC1,False
E2F4,HCFC1,False
BCL2A1,HDAC1,False
BIRC3,HDAC1,False
COL1A2,HDAC1,False
GRIN2B,HDAC1,False
ALOX5,HDAC2,False
ALOX5,HDAC3,False
CDKN1A,HDAC7,False
CDKN2A,HDAC9,False
FAS,HDGF,False
CDX2,HEPH,False
DBF4,HES1,False
ATOH1,HES6,False
DUX4,HEY1,False
E2F1,HIC1,False
ACE,HIF1A,False
AGTR1,HIF1A,False
ALAS2,HIF1A,False
ALDOA,HIF1A,False
AR,HIF1A,False
ARNT,HIF1A,False
BAX,HIF1A,False
BNIP3,HIF1A,False
CA9,HIF1A,False
CCR7,HIF1A,False
CTGF,HIF1A,False
E2F3,HIF1A,False
EDN1,HIF1A,False
EDNRB,HIF1A,False
EGR1,HIF1A,False
ENO1,HIF1A,False
EPO,HIF1A,False
FGF2,HIF1A,False
HDAC7,HIF1A,False
CREBBP,HINFP,False
EP300,HINFP,False
CDKN1A,HIPK2,False
CIITA,HLA-A,False
CIITA,HLA-C,False
CIITA,HLA-DMA,False
CIITA,HLA-DMB,False
CIITA,HLA-DOA,False
CIITA,HLA-DOB,False
DBP,HLF,False
CD44,HMGA1,False
CDC25A,HMGA1,False
E2F1,HMGA1,False
CDH1,HMGA2,False
GFI1B,HMGB2,False
AR,HMOX1,False
BACH1,HMOX1,False
ACAT2,HNF1A,False
CDH17,HNF1A,False
AFP,HNF4A,False
C1QTNF5,HNF4A,False
CEACAM1,HNF4A,False
CYP2C8,HNF4A,False
CYP2C9,HNF4A,False
FABP2,HNF4A,False
HHEX,HNF4A,False
AFP,HNF4G,False
CYP2D6,HNF4G,False
FLG,HOPX,False
BCL2,HOXA1,False
CCND1,HOXA1,False
BHLHE22,HOXA10,False
CREBBP,HOXA10,False
EMX2,HOXA10,False
ARHGEF1,HOXA5,False
CDH1,HOXA7,False
ARHGEF1,HOXA9,False
CCND1,HOXB7,False
EGFR,HOXB7,False
EGR1,HPSE,False
BTF3,HPSE2,False
ATF4,HRK,False
ATG7,HSF1,False
DNASE2B,HSF4,False
FOXA1,HSPA1A,False
CEBPA,HSPA4,False
HSF1,HSPA4,False
HSF2,HSPA4,False
ESR1,HSPB1,False
FOS,HSPH1,False
ESR1,HTRA2,False
EGR1,HYAL1,False
GATA4,IAPP,False
DLX5,IBSP,False
ETS2,ICAM1,False
ETV5,ICAM1,False
HDAC1,ICAM1,False
FLI1,ID2,False
HOXA10,ID2,False
HOXA9,ID2,False
GLI2,IFITM5,False
BRCA1,IFNA1,False
ATF2,IFNB1,False
ATF2,IFNG,False
ATF3,IFNG,False
CREB1,IFNG,False
EP300,IFNG,False
CEBPA,IGF1,False
AR,IGF1R,False
EGR1,IGF2,False
ATF4,IGFBP1,False
FOXO1,IGFBP1,False
HNF1A,IGFBP1,False
HOXA10,IGFBP1,False
EP300,IGFBP3,False
HDAC1,IGFBP3,False
ETV6,IGFBP5,False
ARID1A,IGH,False
ARID1B,IGH,False
FGFR4,IKZF1,False
ATF1,IL10,False
CREB1,IL10,False
FLI1,IL10,False
EP300,IL12B,False
HOXA10,IL15,False
CEBPB,IL1B,False
CEBPD,IL23A,False
ETS1,IL2RB,False
CEBPB,IL4,False
CIITA,IL4,False
CREBBP,IL4,False
ETS1,IL5,False
GATA3,IL5,False
AHR,IL6,False
CEBPB,IL6,False
CREB1,IL6,False
DDIT3,IL6,False
FOXO1,IL6,False
ACRV1,ILF2,False
ACRV1,ILF3,False
BIRC5,ILF3,False
IL2,ILF3,False
BAX,ING1,False
CDKN1A,ING1,False
ARL6IP5,ING4,False
BAX,ING4,False
CASP3,ING4,False
CDKN1B,ING4,False
ATF2,INS,False
CREBBP,INSM1,False
CEBPA,INSR,False
CEBPB,INSR,False
HMGA1,INSR,False
CASP7,IRF1,False
CD40,IRF1,False
CEACAM1,IRF1,False
CIITA,IRF1,False
CREBBP,IRF1,False
CXCL10,IRF1,False
CYBB,IRF1,False
DDX58,IRF1,False
EIF2AK2,IRF1,False
HLA-A,IRF1,False
IFIT3,IRF1,False
IFNA1,IRF1,False
IFNA13,IRF1,False
IFNB1,IRF1,False
IFNG,IRF1,False
IL10,IRF1,False
IL27,IRF1,False
CIITA,IRF2,False
IFNB1,IRF2,False
IRF1,IRF2,False
ABCC2,IRF3,False
CXCL10,IRF3,False
IFNA1,IRF3,False
IFNB1,IRF3,False
CEBPB,IRF4,False
FCER2,IRF4,False
IFNA1,IRF5,False
ATF4,IRF7,False
CD80,IRF7,False
CXCL10,IRF7,False
IFNA13,IRF7,False
IFNA2,IRF7,False
IFNB1,IRF7,False
CYBB,IRF8,False
IL1B,IRF8,False
BRCA1,IRF9,False
CDKN1A,IRF9,False
CDKN1B,IRF9,False
DLX5,IRS2,False
E2F1,ISYNA1,False
CEBPA,ITGAX,False
HOXA7,IVL,False
ABCB1,JUN,False
ABL1,JUN,False
APOC3,JUN,False
AR,JUN,False
ATF2,JUN,False
ATF3,JUN,False
BECN1,JUN,False
BEX2,JUN,False
BRCA1,JUN,False
CCK,JUN,False
CCL2,JUN,False
CCND1,JUN,False
CD82,JUN,False
CREM,JUN,False
CSF1,JUN,False
CTNNB1,JUN,False
CTSL,JUN,False
CXCL8,JUN,False
DDIT3,JUN,False
EGFR,JUN,False
ESR1,JUN,False
EZR,JUN,False
FAS,JUN,False
FOSL1,JUN,False
GJA1,JUN,False
HDAC4,JUN,False
HEY1,JUN,False
IFNG,JUN,False
IL12B,JUN,False
IL3,JUN,False
IL6,JUN,False
CD82,JUNB,False
ESR1,JUNB,False
IL4,JUNB,False
CCND1,JUND,False
CCR4,JUND,False
FOSL1,JUND,False
GADD45A,JUND,False
GAST,JUND,False
IL6,JUND,False
CDKN1A,KAT2B,False
CDKN1B,KAT2B,False
ERCC1,KAT5,False
HOXA9,KAT6A,False
AR,KDM4B,False
JAG1,KDM4C,False
ESR1,KDR,False
IGF2,KHDRBS1,False
E2F1,KIR3DL1,False
AR,KISS1,False
HMGA1,KL,False
CDKN1A,KLF10,False
ITGAD,KLF10,False
INS,KLF11,False
CCR5,KLF2,False
CDKN1A,KLF2,False
CKM,KLF3,False
ALPI,KLF4,False
ATF3,KLF4,False
BDKRB2,KLF4,False
CCND1,KLF4,False
CD14,KLF4,False
CDH1,KLF4,False
CDKN1A,KLF4,False
CDKN1B,KLF4,False
CDKN1C,KLF4,False
CDX2,KLF4,False
GPA33,KLF4,False
HBA1,KLF4,False
HBA2,KLF4,False
HSPA8,KLF4,False
IL6,KLF4,False
BIRC5,KLF5,False
CCNB1,KLF5,False
CCND1,KLF5,False
CXCR4,KLF5,False
FASN,KLF5,False
FGFBP1,KLF5,False
HIF1A,KLF5,False
ITGB2,KLF5,False
ATF3,KLF6,False
CDKN1A,KLF6,False
CERS2,KLF6,False
CGB5,KLF6,False
CDH1,KLF8,False
EPSTI1,KLF8,False
AR,KLK3,False
ATM,KLRK1,False
EZH2,KPNB1,False
HOXA7,KRT10,False
EP300,KRT16,False
JUN,KRT16,False
ESR1,KRT19,False
KLF4,KRT19,False
FOXA1,KRT7,False
KLF4,LAMA1,False
KLF4,LAMA3,False
ETS1,LCK,False
ETS2,LCK,False
CDX2,LCT,False
HNF1A,LCT,False
HIF1A,LDHA,False
HSF1,LDHA,False
JUN,LDHA,False
EGR1,LDLR,False
HNF4A,LDLR,False
CLDN2,LEF1,False
ELANE,LEF1,False
CEBPA,LEP,False
HIF1A,LEP,False
KHDRBS1,LEP,False
JUN,LGALS3,False
EGR1,LHB,False
FSHB,LHX3,False
ERG,LMO2,False
FGF2,LMO2,False
ASCL1,LMO3,False
BMP7,LMO4,False
EGR1,LMTK2,False
HOPX,LOR,False
JUN,LOR,False
E2F1,LRBA,False
KLF15,LRP5,False
CREB1,LYL1,False
IL4,MAF,False
ITGB7,MAF,False
EGR1,MAML1,False
E2F1,MAP1LC3A,False
ATF1,MAP1LC3B,False
ATF4,MAP1LC3B,False
DDIT3,MAP1LC3B,False
E2F1,MAP3K5,False
JUN,MAPK8,False
CREB5,MAPKAPK3,False
JUN,MAT2A,False
IRF3,MAVS,False
HRAS,MAZ,False
CREB1,MC2R,False
CREM,MC2R,False
ATM,MCL1,False
E2F1,MCPH1,False
BRCA1,MDM2,False
DNMT3A,MDM2,False
ETS2,MDM2,False
JUND,MDM2,False
ELK1,MECOM,False
AURKA,MED1,False
KISS1,MED23,False
JUN,MEF2A,False
MAPK14,MEF2A,False
MAPK7,MEF2A,False
CPT1B,MEF2C,False
ISL1,MEF2C,False
JUN,MEF2C,False
ATF3,MEF2D,False
CD14,MEF2D,False
JUN,MEF2D,False
E2F1,MEFV,False
ELF1,MEIS1,False
CASP8,MEN1,False
CDKN1B,MEN1,False
CDX2,MEP1A,False
HIF1A,MET,False
HIF1A,MICA,False
HSF1,MICA,False
HSF1,MICB,False
HIF1A,MIF,False
ACP5,MITF,False
ATF1,MITF,False
CREB1,MITF,False
DCT,MITF,False
EWSR1,MITF,False
FOS,MITF,False
GPNMB,MITF,False
KIT,MITF,False
LEF1,MITF,False
COL1A1,MKL1,False
BACH1,MMP1,False
ETS1,MMP1,False
FOS,MMP1,False
JUN,MMP1,False
MEF2A,MMP10,False
ETS1,MMP13,False
HDAC9,MMP13,False
ING2,MMP13,False
JUN,MMP13,False
MAF,MMP13,False
CTNNB1,MMP14,False
EGR1,MMP14,False
EPAS1,MMP14,False
ETV4,MMP14,False
KLF8,MMP14,False
MAZ,MMP14,False
ATF2,MMP2,False
EZH2,MMP2,False
HIF1A,MMP2,False
HOXB7,MMP2,False
JUN,MMP2,False
KLF4,MMP2,False
JUN,MMP3,False
CTNNB1,MMP7,False
ETV4,MMP7,False
FOXA2,MMP7,False
HNF4A,MMP7,False
JUN,MMP7,False
LEF1,MMP7,False
EP300,MMP9,False
ETS1,MMP9,False
ETS2,MMP9,False
FOS,MMP9,False
JUN,MMP9,False
KLF5,MMP9,False
KLF8,MMP9,False
FLI1,MPL,False
GATA1,MPL,False
CTLA4,MSC,False
EPAS1,MSC,False
IFNG,MSC,False
IL2RA,MSC,False
MMP2,MSC,False
DNMT1,MSH2,False
ETS2,MSR1,False
JUN,MSR1,False
FOXE1,MSX1,False
HEY1,MSX1,False
E2F1,MT1G,False
ARNTL,MTA1,False
BCAS3,MTA1,False
BCL2L1,MTA1,False
CDKN2A,MTA1,False
EGFR,MTA1,False
GCLC,MTF1,False
HNF1A,MTTP,False
HNF4A,MTTP,False
GATA3,MUC1,False
ATOH1,MUC2,False
CDX2,MUC2,False
CREB1,MUC4,False
E2F1,MUC4,False
ELK1,MUC4,False
ETS1,MUC4,False
ETV4,MUC4,False
CREB1,MUC5AC,False
GLI1,MUC5AC,False
GLI2,MUC5AC,False
CREB5,MX1,False
BCL2,MYB,False
CCNA1,MYB,False
CDO1,MYB,False
CLEC4G,MYB,False
COL1A1,MYB,False
COL1A2,MYB,False
ETS1,MYB,False
FOSL2,MYB,False
GSTM1,MYB,False
IL15,MYB,False
IL7,MYB,False
JUND,MYB,False
KLF1,MYB,False
LMO2,MYB,False
MAT2A,MYB,False
E2F1,MYBL2,False
AATF,MYC,False
ASS1,MYC,False
BCL6,MYC,False
BMI1,MYC,False
CCND2,MYC,False
CCNE1,MYC,False
CD38,MYC,False
CDC25C,MYC,False
CDC34,MYC,False
CDK4,MYC,False
CDK6,MYC,False
CHEK1,MYC,False
CHEK2,MYC,False
CTCF,MYC,False
CTNNB1,MYC,False
CXCR4,MYC,False
E2F1,MYC,False
EBNA1BP2,MYC,False
